Date,Gender,POS,Veterans
09/30/2025 12:00:00 AM,M,(q) VNE & GW Era - Pre 9/11,222524
09/30/2025 12:00:00 AM,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",52485
09/30/2025 12:00:00 AM,M,(t) Between VNE & GW Era,2394362
09/30/2025 12:00:00 AM,M,(u) GW Era - Pre 9/11 only,2220864
09/30/2025 12:00:00 AM,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,1311407
09/30/2025 12:00:00 AM,M,(w) GW Era - Post 9/11 only,3451101
09/30/2025 12:00:00 AM,M,(s) VNE & GW Era - Post 9/11,45201
09/30/2025 12:00:00 AM,M,(x) Post-GW Era,20921
09/30/2025 12:00:00 AM,M,(a) All Veterans (b+c),15648613
09/30/2025 12:00:00 AM,M,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),12383548
09/30/2025 12:00:00 AM,M,(c) Peacetime Veterans (h+l+o+t+x),3265065
09/30/2025 12:00:00 AM,M,(d) WW II (i+j+k),56427
09/30/2025 12:00:00 AM,M,(e) Korean Conflict (j+k+m+n),461269
09/30/2025 12:00:00 AM,M,(f) Vietnam Era (k+n+p+q+r+s),4934257
09/30/2025 12:00:00 AM,M,(g) Gulf War Era (q+r+s+u+v+w),7303582
09/30/2026 12:00:00 AM,F,(h) Pre-WWII,11
09/30/2026 12:00:00 AM,F,(i) WWII only,2182
09/30/2026 12:00:00 AM,F,(j) WWII & KC,111
09/30/2026 12:00:00 AM,F,"(k) WWII, KC, VNE",95
09/30/2026 12:00:00 AM,F,(l) Between WWII & KC,839
09/30/2026 12:00:00 AM,F,(m) KC only,12114
09/30/2026 12:00:00 AM,F,(n) KC & VNE,1029
09/30/2026 12:00:00 AM,F,(o) Between KC & VNE,31119
09/30/2026 12:00:00 AM,F,(p) VNE only,198132
09/30/2026 12:00:00 AM,F,(q) VNE & GW Era - Pre 9/11,14382
09/30/2026 12:00:00 AM,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",3106
09/30/2026 12:00:00 AM,F,(t) Between VNE & GW Era,356564
09/30/2026 12:00:00 AM,F,(u) GW Era - Pre 9/11 only,421275
09/30/2026 12:00:00 AM,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,241365
09/30/2026 12:00:00 AM,F,(w) GW Era - Post 9/11 only,812872
09/30/2026 12:00:00 AM,F,(s) VNE & GW Era - Post 9/11,4112
09/30/2026 12:00:00 AM,F,(x) Post-GW Era,14233
09/30/2026 12:00:00 AM,F,(a) All Veterans (b+c),2113574
09/30/2026 12:00:00 AM,F,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),1710775
09/30/2026 12:00:00 AM,F,(c) Peacetime Veterans (h+l+o+t+x),402767
09/30/2026 12:00:00 AM,F,(d) WW II (i+j+k),2388
09/30/2026 12:00:00 AM,F,(e) Korean Conflict (j+k+m+n),13349
09/30/2026 12:00:00 AM,F,(f) Vietnam Era (k+n+p+q+r+s),220856
09/30/2026 12:00:00 AM,F,(g) Gulf War Era (q+r+s+u+v+w),1497112
09/30/2026 12:00:00 AM,M,(h) Pre-WWII,228
09/30/2026 12:00:00 AM,M,(i) WWII only,33835
09/30/2026 12:00:00 AM,M,(j) WWII & KC,2902
09/30/2026 12:00:00 AM,M,"(k) WWII, KC, VNE",1289
09/30/2026 12:00:00 AM,M,(l) Between WWII & KC,11797
09/30/2026 12:00:00 AM,M,(m) KC only,332069
09/30/2026 12:00:00 AM,M,(n) KC & VNE,36225
09/30/2026 12:00:00 AM,M,(o) Between KC & VNE,745658
09/30/2026 12:00:00 AM,M,(p) VNE only,4357624
09/30/2026 12:00:00 AM,M,(q) VNE & GW Era - Pre 9/11,214265
09/30/2026 12:00:00 AM,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",50624
09/30/2026 12:00:00 AM,M,(t) Between VNE & GW Era,2354164
09/30/2026 12:00:00 AM,M,(u) GW Era - Pre 9/11 only,2200100
09/30/2026 12:00:00 AM,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,1304605
09/30/2026 12:00:00 AM,M,(w) GW Era - Post 9/11 only,3563297
09/30/2026 12:00:00 AM,M,(s) VNE & GW Era - Post 9/11,43177
09/30/2026 12:00:00 AM,M,(x) Post-GW Era,56327
09/30/2026 12:00:00 AM,M,(a) All Veterans (b+c),15308186
09/30/2026 12:00:00 AM,M,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),12140012
09/30/2026 12:00:00 AM,M,(c) Peacetime Veterans (h+l+o+t+x),3168174
09/30/2026 12:00:00 AM,M,(d) WW II (i+j+k),38026
09/30/2026 12:00:00 AM,M,(e) Korean Conflict (j+k+m+n),372486
09/30/2026 12:00:00 AM,M,(f) Vietnam Era (k+n+p+q+r+s),4703204
09/30/2026 12:00:00 AM,M,(g) Gulf War Era (q+r+s+u+v+w),7376068
09/30/2027 12:00:00 AM,F,(h) Pre-WWII,8
09/30/2027 12:00:00 AM,F,(i) WWII only,1476
09/30/2027 12:00:00 AM,F,(j) WWII & KC,79
09/30/2027 12:00:00 AM,F,"(k) WWII, KC, VNE",70
09/30/2027 12:00:00 AM,F,(l) Between WWII & KC,683
09/30/2027 12:00:00 AM,F,(m) KC only,10101
09/30/2027 12:00:00 AM,F,(n) KC & VNE,870
09/30/2027 12:00:00 AM,F,(o) Between KC & VNE,28379
09/30/2027 12:00:00 AM,F,(p) VNE only,191592
09/30/2027 12:00:00 AM,F,(q) VNE & GW Era - Pre 9/11,14022
09/30/2027 12:00:00 AM,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",3028
09/30/2027 12:00:00 AM,F,(t) Between VNE & GW Era,352114
09/30/2027 12:00:00 AM,F,(u) GW Era - Pre 9/11 only,418760
09/30/2027 12:00:00 AM,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,240536
09/30/2027 12:00:00 AM,F,(w) GW Era - Post 9/11 only,832115
09/30/2027 12:00:00 AM,F,(s) VNE & GW Era - Post 9/11,3971
09/30/2027 12:00:00 AM,F,(x) Post-GW Era,27712
09/30/2027 12:00:00 AM,F,(a) All Veterans (b+c),2125548
09/30/2027 12:00:00 AM,F,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),1716621
09/30/2027 12:00:00 AM,F,(c) Peacetime Veterans (h+l+o+t+x),408896
09/30/2027 12:00:00 AM,F,(d) WW II (i+j+k),1625
09/30/2027 12:00:00 AM,F,(e) Korean Conflict (j+k+m+n),11120
09/30/2027 12:00:00 AM,F,(f) Vietnam Era (k+n+p+q+r+s),213553
09/30/2027 12:00:00 AM,F,(g) Gulf War Era (q+r+s+u+v+w),1512433
09/30/2027 12:00:00 AM,M,(h) Pre-WWII,144
09/30/2027 12:00:00 AM,M,(i) WWII only,22277
09/30/2027 12:00:00 AM,M,(j) WWII & KC,2000
09/30/2027 12:00:00 AM,M,"(k) WWII, KC, VNE",884
09/30/2027 12:00:00 AM,M,(l) Between WWII & KC,8660
09/30/2027 12:00:00 AM,M,(m) KC only,263329
09/30/2027 12:00:00 AM,M,(n) KC & VNE,29348
09/30/2027 12:00:00 AM,M,(o) Between KC & VNE,660034
09/30/2027 12:00:00 AM,M,(p) VNE only,4140948
09/30/2027 12:00:00 AM,M,(q) VNE & GW Era - Pre 9/11,205715
09/30/2027 12:00:00 AM,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",48692
09/30/2027 12:00:00 AM,M,(t) Between VNE & GW Era,2312458
09/30/2027 12:00:00 AM,M,(u) GW Era - Pre 9/11 only,2178094
09/30/2027 12:00:00 AM,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,1295985
09/30/2027 12:00:00 AM,M,(w) GW Era - Post 9/11 only,3653246
09/30/2027 12:00:00 AM,M,(s) VNE & GW Era - Post 9/11,41118
09/30/2027 12:00:00 AM,M,(x) Post-GW Era,113592
09/30/2027 12:00:00 AM,M,(a) All Veterans (b+c),14976525
09/30/2027 12:00:00 AM,M,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),11881636
09/30/2027 12:00:00 AM,M,(c) Peacetime Veterans (h+l+o+t+x),3094889
09/30/2027 12:00:00 AM,M,(d) WW II (i+j+k),25162
09/30/2027 12:00:00 AM,M,(e) Korean Conflict (j+k+m+n),295561
09/30/2027 12:00:00 AM,M,(f) Vietnam Era (k+n+p+q+r+s),4466704
09/30/2027 12:00:00 AM,M,(g) Gulf War Era (q+r+s+u+v+w),7422850
09/30/2028 12:00:00 AM,F,(h) Pre-WWII,5
09/30/2028 12:00:00 AM,F,(i) WWII only,979
09/30/2028 12:00:00 AM,F,(j) WWII & KC,56
09/30/2028 12:00:00 AM,F,"(k) WWII, KC, VNE",50
09/30/2028 12:00:00 AM,F,(l) Between WWII & KC,548
09/30/2028 12:00:00 AM,F,(m) KC only,8295
09/30/2028 12:00:00 AM,F,(n) KC & VNE,725
09/30/2028 12:00:00 AM,F,(o) Between KC & VNE,25651
09/30/2028 12:00:00 AM,F,(p) VNE only,184746
09/30/2028 12:00:00 AM,F,(q) VNE & GW Era - Pre 9/11,13640
09/30/2028 12:00:00 AM,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",2945
09/30/2028 12:00:00 AM,F,(t) Between VNE & GW Era,347379
09/30/2028 12:00:00 AM,F,(u) GW Era - Pre 9/11 only,416055
09/30/2028 12:00:00 AM,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,239498
09/30/2028 12:00:00 AM,F,(w) GW Era - Post 9/11 only,843946
09/30/2028 12:00:00 AM,F,(s) VNE & GW Era - Post 9/11,3825
09/30/2028 12:00:00 AM,F,(x) Post-GW Era,48380
09/30/2028 12:00:00 AM,F,(a) All Veterans (b+c),2136752
09/30/2028 12:00:00 AM,F,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),1714759
09/30/2028 12:00:00 AM,F,(c) Peacetime Veterans (h+l+o+t+x),421963
09/30/2028 12:00:00 AM,F,(d) WW II (i+j+k),1085
09/30/2028 12:00:00 AM,F,(e) Korean Conflict (j+k+m+n),9125
09/30/2028 12:00:00 AM,F,(f) Vietnam Era (k+n+p+q+r+s),205931
09/30/2028 12:00:00 AM,F,(g) Gulf War Era (q+r+s+u+v+w),1519908
09/30/2028 12:00:00 AM,M,(h) Pre-WWII,89
09/30/2028 12:00:00 AM,M,(i) WWII only,14403
09/30/2028 12:00:00 AM,M,(j) WWII & KC,1352
09/30/2028 12:00:00 AM,M,"(k) WWII, KC, VNE",594
09/30/2028 12:00:00 AM,M,(l) Between WWII & KC,6234
09/30/2028 12:00:00 AM,M,(m) KC only,205030
09/30/2028 12:00:00 AM,M,(n) KC & VNE,23363
09/30/2028 12:00:00 AM,M,(o) Between KC & VNE,577680
09/30/2028 12:00:00 AM,M,(p) VNE only,3918618
09/30/2028 12:00:00 AM,M,(q) VNE & GW Era - Pre 9/11,196874
09/30/2028 12:00:00 AM,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",46687
09/30/2028 12:00:00 AM,M,(t) Between VNE & GW Era,2269206
09/30/2028 12:00:00 AM,M,(u) GW Era - Pre 9/11 only,2154828
09/30/2028 12:00:00 AM,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,1286002
09/30/2028 12:00:00 AM,M,(w) GW Era - Post 9/11 only,3708900
09/30/2028 12:00:00 AM,M,(s) VNE & GW Era - Post 9/11,39027
09/30/2028 12:00:00 AM,M,(x) Post-GW Era,204012
09/30/2028 12:00:00 AM,M,(a) All Veterans (b+c),14652900
09/30/2028 12:00:00 AM,M,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),11595680
09/30/2028 12:00:00 AM,M,(c) Peacetime Veterans (h+l+o+t+x),3057221
09/30/2028 12:00:00 AM,M,(d) WW II (i+j+k),16349
09/30/2028 12:00:00 AM,M,(e) Korean Conflict (j+k+m+n),230339
09/30/2028 12:00:00 AM,M,(f) Vietnam Era (k+n+p+q+r+s),4225164
09/30/2028 12:00:00 AM,M,(g) Gulf War Era (q+r+s+u+v+w),7432319
09/30/2029 12:00:00 AM,F,(h) Pre-WWII,3
09/30/2029 12:00:00 AM,F,(i) WWII only,637
09/30/2029 12:00:00 AM,F,(j) WWII & KC,39
09/30/2029 12:00:00 AM,F,"(k) WWII, KC, VNE",35
09/30/2029 12:00:00 AM,F,(l) Between WWII & KC,432
09/30/2029 12:00:00 AM,F,(m) KC only,6707
09/30/2029 12:00:00 AM,F,(n) KC & VNE,595
09/30/2029 12:00:00 AM,F,(o) Between KC & VNE,22962
09/30/2029 12:00:00 AM,F,(p) VNE only,177588
09/30/2029 12:00:00 AM,F,(q) VNE & GW Era - Pre 9/11,13234
09/30/2029 12:00:00 AM,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",2857
09/30/2029 12:00:00 AM,F,(t) Between VNE & GW Era,342342
09/30/2029 12:00:00 AM,F,(u) GW Era - Pre 9/11 only,413152
09/30/2029 12:00:00 AM,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,238257
09/30/2029 12:00:00 AM,F,(w) GW Era - Post 9/11 only,853459
09/30/2029 12:00:00 AM,F,(s) VNE & GW Era - Post 9/11,3674
09/30/2029 12:00:00 AM,F,(x) Post-GW Era,71184
09/30/2029 12:00:00 AM,F,(a) All Veterans (b+c),2147184
09/30/2029 12:00:00 AM,F,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),1710233
09/30/2029 12:00:00 AM,F,(c) Peacetime Veterans (h+l+o+t+x),436923
09/30/2029 12:00:00 AM,F,(d) WW II (i+j+k),711
09/30/2029 12:00:00 AM,F,(e) Korean Conflict (j+k+m+n),7375
09/30/2029 12:00:00 AM,F,(f) Vietnam Era (k+n+p+q+r+s),197983
09/30/2029 12:00:00 AM,F,(g) Gulf War Era (q+r+s+u+v+w),1524632
09/30/2029 12:00:00 AM,M,(h) Pre-WWII,53
09/30/2029 12:00:00 AM,M,(i) WWII only,9140
09/30/2029 12:00:00 AM,M,(j) WWII & KC,896
09/30/2029 12:00:00 AM,M,"(k) WWII, KC, VNE",392
09/30/2029 12:00:00 AM,M,(l) Between WWII & KC,4402
09/30/2029 12:00:00 AM,M,(m) KC only,156712
09/30/2029 12:00:00 AM,M,(n) KC & VNE,18267
09/30/2029 12:00:00 AM,M,(o) Between KC & VNE,499481
09/30/2029 12:00:00 AM,M,(p) VNE only,3691166
09/30/2029 12:00:00 AM,M,(q) VNE & GW Era - Pre 9/11,187749
09/30/2029 12:00:00 AM,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",44611
09/30/2029 12:00:00 AM,M,(t) Between VNE & GW Era,2224346
09/30/2029 12:00:00 AM,M,(u) GW Era - Pre 9/11 only,2130303
09/30/2029 12:00:00 AM,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,1274710
09/30/2029 12:00:00 AM,M,(w) GW Era - Post 9/11 only,3753919
09/30/2029 12:00:00 AM,M,(s) VNE & GW Era - Post 9/11,36905
09/30/2029 12:00:00 AM,M,(x) Post-GW Era,304183
09/30/2029 12:00:00 AM,M,(a) All Veterans (b+c),14337236
09/30/2029 12:00:00 AM,M,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),11304769
09/30/2029 12:00:00 AM,M,(c) Peacetime Veterans (h+l+o+t+x),3032467
09/30/2029 12:00:00 AM,M,(d) WW II (i+j+k),10427
09/30/2029 12:00:00 AM,M,(e) Korean Conflict (j+k+m+n),176266
09/30/2029 12:00:00 AM,M,(f) Vietnam Era (k+n+p+q+r+s),3979090
09/30/2029 12:00:00 AM,M,(g) Gulf War Era (q+r+s+u+v+w),7428197
09/30/2030 12:00:00 AM,F,(h) Pre-WWII,2
09/30/2030 12:00:00 AM,F,(i) WWII only,407
09/30/2030 12:00:00 AM,F,(j) WWII & KC,26
09/30/2030 12:00:00 AM,F,"(k) WWII, KC, VNE",24
09/30/2030 12:00:00 AM,F,(l) Between WWII & KC,335
09/30/2030 12:00:00 AM,F,(m) KC only,5340
09/30/2030 12:00:00 AM,F,(n) KC & VNE,480
09/30/2030 12:00:00 AM,F,(o) Between KC & VNE,20341
09/30/2030 12:00:00 AM,F,(p) VNE only,170119
09/30/2030 12:00:00 AM,F,(q) VNE & GW Era - Pre 9/11,12803
09/30/2030 12:00:00 AM,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",2764
09/30/2030 12:00:00 AM,F,(t) Between VNE & GW Era,336987
09/30/2030 12:00:00 AM,F,(u) GW Era - Pre 9/11 only,410045
09/30/2030 12:00:00 AM,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,236843
09/30/2030 12:00:00 AM,F,(w) GW Era - Post 9/11 only,861139
09/30/2030 12:00:00 AM,F,(s) VNE & GW Era - Post 9/11,3518
09/30/2030 12:00:00 AM,F,(x) Post-GW Era,95748
09/30/2030 12:00:00 AM,F,(a) All Veterans (b+c),2156946
09/30/2030 12:00:00 AM,F,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),1703508
09/30/2030 12:00:00 AM,F,(c) Peacetime Veterans (h+l+o+t+x),453412
09/30/2030 12:00:00 AM,F,(d) WW II (i+j+k),457
09/30/2030 12:00:00 AM,F,(e) Korean Conflict (j+k+m+n),5870
09/30/2030 12:00:00 AM,F,(f) Vietnam Era (k+n+p+q+r+s),189708
09/30/2030 12:00:00 AM,F,(g) Gulf War Era (q+r+s+u+v+w),1527113
09/30/2030 12:00:00 AM,M,(h) Pre-WWII,31
09/30/2030 12:00:00 AM,M,(i) WWII only,5687
09/30/2030 12:00:00 AM,M,(j) WWII & KC,582
09/30/2030 12:00:00 AM,M,"(k) WWII, KC, VNE",253
09/30/2030 12:00:00 AM,M,(l) Between WWII & KC,3051
09/30/2030 12:00:00 AM,M,(m) KC only,117582
09/30/2030 12:00:00 AM,M,(n) KC & VNE,14021
09/30/2030 12:00:00 AM,M,(o) Between KC & VNE,426276
09/30/2030 12:00:00 AM,M,(p) VNE only,3459277
09/30/2030 12:00:00 AM,M,(q) VNE & GW Era - Pre 9/11,178352
09/30/2030 12:00:00 AM,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",42463
09/30/2030 12:00:00 AM,M,(t) Between VNE & GW Era,2177794
09/30/2030 12:00:00 AM,M,(u) GW Era - Pre 9/11 only,2104497
09/30/2030 12:00:00 AM,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,1262338
09/30/2030 12:00:00 AM,M,(w) GW Era - Post 9/11 only,3790725
09/30/2030 12:00:00 AM,M,(s) VNE & GW Era - Post 9/11,34757
09/30/2030 12:00:00 AM,M,(x) Post-GW Era,412334
09/30/2030 12:00:00 AM,M,(a) All Veterans (b+c),14030021
09/30/2030 12:00:00 AM,M,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),11010534
09/30/2030 12:00:00 AM,M,(c) Peacetime Veterans (h+l+o+t+x),3019487
09/30/2030 12:00:00 AM,M,(d) WW II (i+j+k),6522
09/30/2030 12:00:00 AM,M,(e) Korean Conflict (j+k+m+n),132438
09/30/2030 12:00:00 AM,M,(f) Vietnam Era (k+n+p+q+r+s),3729124
09/30/2030 12:00:00 AM,M,(g) Gulf War Era (q+r+s+u+v+w),7413132
09/30/2031 12:00:00 AM,F,(h) Pre-WWII,1
09/30/2031 12:00:00 AM,F,(i) WWII only,254
09/30/2031 12:00:00 AM,F,(j) WWII & KC,17
09/30/2031 12:00:00 AM,F,"(k) WWII, KC, VNE",16
09/30/2031 12:00:00 AM,F,(l) Between WWII & KC,255
09/30/2031 12:00:00 AM,F,(m) KC only,4184
09/30/2031 12:00:00 AM,F,(n) KC & VNE,380
09/30/2031 12:00:00 AM,F,(o) Between KC & VNE,17818
09/30/2031 12:00:00 AM,F,(p) VNE only,162348
09/30/2031 12:00:00 AM,F,(q) VNE & GW Era - Pre 9/11,12346
09/30/2031 12:00:00 AM,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",2666
09/30/2031 12:00:00 AM,F,(t) Between VNE & GW Era,331297
09/30/2031 12:00:00 AM,F,(u) GW Era - Pre 9/11 only,406734
09/30/2031 12:00:00 AM,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,235149
09/30/2031 12:00:00 AM,F,(w) GW Era - Post 9/11 only,867618
09/30/2031 12:00:00 AM,F,(s) VNE & GW Era - Post 9/11,3357
09/30/2031 12:00:00 AM,F,(x) Post-GW Era,121419
09/30/2031 12:00:00 AM,F,(a) All Veterans (b+c),2165884
09/30/2031 12:00:00 AM,F,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),1695070
09/30/2031 12:00:00 AM,F,(c) Peacetime Veterans (h+l+o+t+x),470790
09/30/2031 12:00:00 AM,F,(d) WW II (i+j+k),288
09/30/2031 12:00:00 AM,F,(e) Korean Conflict (j+k+m+n),4598
09/30/2031 12:00:00 AM,F,(f) Vietnam Era (k+n+p+q+r+s),181114
09/30/2031 12:00:00 AM,F,(g) Gulf War Era (q+r+s+u+v+w),1527869
09/30/2031 12:00:00 AM,M,(h) Pre-WWII,17
09/30/2031 12:00:00 AM,M,(i) WWII only,3467
09/30/2031 12:00:00 AM,M,(j) WWII & KC,369
09/30/2031 12:00:00 AM,M,"(k) WWII, KC, VNE",160
09/30/2031 12:00:00 AM,M,(l) Between WWII & KC,2075
09/30/2031 12:00:00 AM,M,(m) KC only,86606
09/30/2031 12:00:00 AM,M,(n) KC & VNE,10562
09/30/2031 12:00:00 AM,M,(o) Between KC & VNE,358793
09/30/2031 12:00:00 AM,M,(p) VNE only,3223870
09/30/2031 12:00:00 AM,M,(q) VNE & GW Era - Pre 9/11,168704
09/30/2031 12:00:00 AM,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",40249
09/30/2031 12:00:00 AM,M,(t) Between VNE & GW Era,2129444
09/30/2031 12:00:00 AM,M,(u) GW Era - Pre 9/11 only,2077398
09/30/2031 12:00:00 AM,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,1248365
09/30/2031 12:00:00 AM,M,(w) GW Era - Post 9/11 only,3821868
09/30/2031 12:00:00 AM,M,(s) VNE & GW Era - Post 9/11,32587
09/30/2031 12:00:00 AM,M,(x) Post-GW Era,525448
09/30/2031 12:00:00 AM,M,(a) All Veterans (b+c),13729985
09/30/2031 12:00:00 AM,M,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),10714206
09/30/2031 12:00:00 AM,M,(c) Peacetime Veterans (h+l+o+t+x),3015778
09/30/2031 12:00:00 AM,M,(d) WW II (i+j+k),3996
09/30/2031 12:00:00 AM,M,(e) Korean Conflict (j+k+m+n),97698
09/30/2031 12:00:00 AM,M,(f) Vietnam Era (k+n+p+q+r+s),3476132
09/30/2031 12:00:00 AM,M,(g) Gulf War Era (q+r+s+u+v+w),7389172
09/30/2032 12:00:00 AM,F,(h) Pre-WWII,1
09/30/2032 12:00:00 AM,F,(i) WWII only,156
09/30/2032 12:00:00 AM,F,(j) WWII & KC,11
09/30/2032 12:00:00 AM,F,"(k) WWII, KC, VNE",11
09/30/2032 12:00:00 AM,F,(l) Between WWII & KC,191
09/30/2032 12:00:00 AM,F,(m) KC only,3227
09/30/2032 12:00:00 AM,F,(n) KC & VNE,297
09/30/2032 12:00:00 AM,F,(o) Between KC & VNE,15422
09/30/2032 12:00:00 AM,F,(p) VNE only,154294
09/30/2032 12:00:00 AM,F,(q) VNE & GW Era - Pre 9/11,11864
09/30/2032 12:00:00 AM,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",2562
09/30/2032 12:00:00 AM,F,(t) Between VNE & GW Era,325263
09/30/2032 12:00:00 AM,F,(u) GW Era - Pre 9/11 only,403199
09/30/2032 12:00:00 AM,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,233281
09/30/2032 12:00:00 AM,F,(w) GW Era - Post 9/11 only,873027
09/30/2032 12:00:00 AM,F,(s) VNE & GW Era - Post 9/11,3191
09/30/2032 12:00:00 AM,F,(x) Post-GW Era,148125
09/30/2032 12:00:00 AM,F,(a) All Veterans (b+c),2174143
09/30/2032 12:00:00 AM,F,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),1685119
09/30/2032 12:00:00 AM,F,(c) Peacetime Veterans (h+l+o+t+x),489003
09/30/2032 12:00:00 AM,F,(d) WW II (i+j+k),178
09/30/2032 12:00:00 AM,F,(e) Korean Conflict (j+k+m+n),3546
09/30/2032 12:00:00 AM,F,(f) Vietnam Era (k+n+p+q+r+s),172217
09/30/2032 12:00:00 AM,F,(g) Gulf War Era (q+r+s+u+v+w),1527123
09/30/2032 12:00:00 AM,M,(h) Pre-WWII,9
09/30/2032 12:00:00 AM,M,(i) WWII only,2067
09/30/2032 12:00:00 AM,M,(j) WWII & KC,229
09/30/2032 12:00:00 AM,M,"(k) WWII, KC, VNE",99
09/30/2032 12:00:00 AM,M,(l) Between WWII & KC,1385
09/30/2032 12:00:00 AM,M,(m) KC only,62629
09/30/2032 12:00:00 AM,M,(n) KC & VNE,7807
09/30/2032 12:00:00 AM,M,(o) Between KC & VNE,297601
09/30/2032 12:00:00 AM,M,(p) VNE only,2986145
09/30/2032 12:00:00 AM,M,(q) VNE & GW Era - Pre 9/11,158834
09/30/2032 12:00:00 AM,M,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",37974
09/30/2032 12:00:00 AM,M,(t) Between VNE & GW Era,2079152
09/30/2032 12:00:00 AM,M,(u) GW Era - Pre 9/11 only,2048995
09/30/2032 12:00:00 AM,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,1233400
09/30/2032 12:00:00 AM,M,(w) GW Era - Post 9/11 only,3848270
09/30/2032 12:00:00 AM,M,(s) VNE & GW Era - Post 9/11,30402
09/30/2032 12:00:00 AM,M,(x) Post-GW Era,643156
09/30/2032 12:00:00 AM,M,(a) All Veterans (b+c),13438155
09/30/2032 12:00:00 AM,M,(b) Wartime Veterans (i+j+k+m+n+p+q+r+s+u+v+w),10416852
09/30/2032 12:00:00 AM,M,(c) Peacetime Veterans (h+l+o+t+x),3021303
09/30/2032 12:00:00 AM,M,(d) WW II (i+j+k),2395
09/30/2032 12:00:00 AM,M,(e) Korean Conflict (j+k+m+n),70765
09/30/2032 12:00:00 AM,M,(f) Vietnam Era (k+n+p+q+r+s),3221261
09/30/2032 12:00:00 AM,M,(g) Gulf War Era (q+r+s+u+v+w),7357875
09/30/2033 12:00:00 AM,F,(h) Pre-WWII,0
09/30/2033 12:00:00 AM,F,(i) WWII only,93
09/30/2033 12:00:00 AM,F,(j) WWII & KC,7
09/30/2033 12:00:00 AM,F,"(k) WWII, KC, VNE",7
09/30/2033 12:00:00 AM,F,(l) Between WWII & KC,140
09/30/2033 12:00:00 AM,F,(m) KC only,2450
09/30/2033 12:00:00 AM,F,(n) KC & VNE,227
09/30/2033 12:00:00 AM,F,(o) Between KC & VNE,13182
09/30/2033 12:00:00 AM,F,(p) VNE only,145981
09/30/2033 12:00:00 AM,F,(q) VNE & GW Era - Pre 9/11,11356
09/30/2033 12:00:00 AM,F,"(r) VNE, GW Era - Pre 9/11, GW Era - Post 9/11",2452
09/30/2033 12:00:00 AM,F,(t) Between VNE & GW Era,318864
09/30/2033 12:00:00 AM,F,(u) GW Era - Pre 9/11 only,399425
09/30/2033 12:00:00 AM,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,231269
09/30/2033 12:00:00 AM,F,(w) GW Era - Post 9/11 only,877779
09/30/2033 12:00:00 AM,F,(s) VNE & GW Era - Post 9/11,3020
09/30/2033 12:00:00 AM,F,(x) Post-GW Era,175555
